QUEST_20150317_000795	Feigling
QUEST_20180122_007162	When the magic aggregator's light is on, add in the flesh and it will come out as Demon Magic Dust.	그걸 마력 응집기가 붉은 빛을 내며 작동 중일 때 넣으면 마기가 서린 가루로 가공 돼서 나올 거야.				불릿 마커 마스터가 준 메모장
QUEST_20180122_007163	For the Frost bullets you'll need Pure Frost Fragments, which you can get from Ice property monsters.{nl}They usually live in Vedas Plateau, so head there.	냉기 탄의 재료 중에 순수한 냉기 조각이 있는데, 이건 얼음 속성의 몬스터에게서만 얻을 수 있어.{nl}얼음 속성 몬스터들은 베다 고원에 주로 서식하고 있으니 그쪽으로 가봐.				불릿 마커 마스터가 준 메모장
QUEST_20180122_007164	For the Lightning Bullets you need Electric Stones.{nl}They're impossible to spot with the naked eye, though.	전기 탄에는 그리나스 숲길에 있는 전기가 흐르는 돌이 필요한데, 이 돌은 육안으론 쉽게 찾을 수 없지.				불릿 마커 마스터가 준 메모장
QUEST_20180122_007165	I made you a lantern you can use to find the Electric Stones.{nl}Turn on the lantern and walk around until you see the Electric Stones shine.	전기가 흐르는 돌을 찾는데 필요한 물건인, 랜턴을 네게 줄게.{nl}이 랜턴을 켜면 근처에 있는 전기가 흐르는 돌이 번쩍일 테니 쉽게 찾을 수 있을 거야.	QUEST_20171128_006584	You're also going to need some Electric Stones from Grynas Trails, but it's hard to tell them apart from normal stones with the naked eye.{nl}You have to use this special latern I made, which makes them glow when you shine it on them.	그리고 전기 탄에는 그리나스 숲길에 있는 전기가 흐르는 돌이 필요한데, 이 돌은 육안으론 쉽게 찾을 수 없지.{nl}하지만 내가 만든 랜턴을 사용하면 돌이 반짝일테니 쉽게 찾을 수 있을 거야.	불릿 마커 마스터
QUEST_20180122_007166	Once you made all the bullets, shoot the Frost Bullets at the Red Spions in Salvia Forest and the Fire Bullets at the Firents in Nefritas Cliff.	재료를 사용해 탄을 만들었으면, 살비야스 숲에 붉은 스피온에게는 냉기 탄을, 네프리타스 벼랑에 피렌트에게는 화염 탄을 쏴.				불릿 마커 마스터가 준 메모장
QUEST_20180122_007167	As for the Lightning Bullets, they're for the Blue Lepusbunny monsters in Sekta Forest.	그리고 섹타 숲에 푸른 레푸스버니는 전기 탄을 쏘면 돼.				불릿 마커 마스터가 준 메모장
QUEST_20180122_007168	They have a strange glow going on under their feet, so you'll know when you see them.	이들은 전부 발 밑에 광휘가 빛나는 기현상이 있으니 잘 구별될 거야.				불릿 마커 마스터가 준 메모장
QUEST_20180122_007169	I'm writing it all down in case you forget.{nl}Just make sure to get the bullet recipes from Manager Rota.	잊어먹을까봐 여기다가 적는다.{nl}로타에게 냉기 탄, 화염 탄, 전기 탄 제작서를 받고 탄들을 직접 만들어야 해.	QUEST_20171128_006587	I wrote it all down here in case you forget.	잊어먹을까봐 여기다가 적는다.	불릿 마커 마스터가 준 메모장
QUEST_20180122_007170	Remember the lantern I gave you?{nl}Turn it on and the Electric Stones will shine when you're near.	내가 준 랜턴을 기억하지?{nl}이 랜턴을 켜면 근처에 있는 전기가 흐르는 돌이 번쩍일 테니 쉽게 찾을 수 있을 거야.	QUEST_20171128_006583	For the Fire bullets you need some Pyrite. You can buy that from the Pyromancer Master.	화염 탄에는 파이라이트가 필요한데, 이건 파이로랜서 마스터에게서 구입할 수 있어.	불릿 마커 마스터가 준 메모장
QUEST_20180122_007171	This device can no longer produce Demon Magic Dust.	더 이상 마기가 서린 가루를 얻을 수 없다.	QUEST_20171128_006603	This device can no longer produce Demon Magic Dust.	이 장치에서는 더 이상 마기가 서린 가루를 얻을 수 없다.	PC
QUEST_20180122_007172	That's enough Cockatrice Leather.	상태 좋은 코카트리스의 가죽을 충분히 모은 것 같다.				PC
QUEST_20180122_007173	Oh, I almost forgot. You aren't familiar with shadows yet; it can be difficult for you to see them.{nl}If you look at my research devices, you'll see a blue light shine around them. That's when you should use them.{nl}	아, 깜빡하고 말을 안 할 뻔했군요. 그림자에 익숙하지 않은 당신이 그림자를 바로 보기엔 무리가 있습니다.{nl}어느 순간 제 연구 장치 주변에 푸른 기운이 돌 때가 있습니다. 그때 장치를 건드려보십시오.{nl}	QUEST_20171128_006704	If you have any questions about the characteristics of the shadows in each region, do ask.{nl}I will do my best to answer.	각 지역의 그림자의 특징에 대해선 잘 모르실 테니 그에 대해선 제게 물어봐주십시오.{nl}잘 알려드리겠습니다.	섀도우맨서 마스터
QUEST_20180122_007174	The energy of the devices makes shadows appear more clearly around you.{nl}You can turn off that effect at the device if you want it to return to normal.{nl}	그럼 장치에 깃든 기운을 통해 그림자가 뚜렷하게 보이는 공간이 형성되며 그림자가 보일 겁니다.{nl}그림자가 보이는 공간에서 나가고 싶다면 다시 장치를 건드리시면 공간에서 나올 수 있습니다.{nl}				섀도우맨서 마스터
QUEST_20180122_007175	If you do turn it off, however, you'll have to wait until the devices glow again to reactivate the effect.{nl}If you have any questions about the characteristics of the shadows in each region, do ask. I will do my best to answer.	단, 공간에서 나오게 되면 다시 푸른 기운이 돌 때까지는 그 공간에 들어가지 못하니 주의하시기 바랍니다.{nl}각 지역의 그림자의 특징에 대해선 잘 모르실 테니 그에 대해선 제게 물어봐 주십시오. 잘 알려드리겠습니다.				섀도우맨서 마스터
QUEST_20180122_007176	The device of Lhadar Forest is at the hill between Tjibes Refuge and Bethez Refuge.{nl}The shadows there appear much more clearly than those in other regions according to their influence.{nl}	라다르 숲에 설치한 장치는 티베스 공터와 베스즈 쉼터 사이의 언덕에 있습니다.{nl}라다르 숲에 있는 그림자들은 그림자가 받는 영향들이 어떻게 나타나는지 다른 지역보다 뚜렷하게 보입니다.{nl}	QUEST_20171128_006715	The device of Lhadar Forest is at the hill between Tjibes Refuge and Bethez Refuge.{nl}The shadows there usually aren't visible from up close.	라다르 숲에 설치한 장치는 티베스 공터와 베스즈 쉼터 사이의 언덕에 있습니다.{nl}라다르 숲에 있는 그림자들은 우선 겉으로 볼 때 잘 보이지 않습니다.{nl}	섀도우맨서 마스터
QUEST_20180122_007177	If you see a shadow, try and approach only shadows of the same influence.{nl}Increase that influence in the shadows to obtain their traces.{nl}	그림자가 보인다면 같은 영향을 받는 그림자만을 노려서 영향력을 키우세요.{nl}꾸준하게 영향력을 올리다 보면 그림자의 흔적을 얻을 수 있습니다.{nl}	QUEST_20171128_006716	Sometimes you will see the device glow with a blue light.{nl}If you activate the device then, all the shadows in the region will appear very clearly.	다만, 불규칙한 특정 시간에 장치 주변에 푸른 기운이 보일 겁니다.{nl}그때 장치를 건드리면 그 지역의 그림자가 뚜렷하게 보일 겁니다.{nl}	섀도우맨서 마스터
QUEST_20180122_007178	You need to be careful, however. If you catch a shadow carrying another kind of influence, you own influence will decrease.{nl}Keep that in mind.	단, 주의하셔야 할 점이 있습니다. 다른 영향을 받는 그림자를 잡으면 당신이 지닌 영향력이 감소하게 됩니다.{nl}그러니 신중하게 하시길 바랍니다.	QUEST_20171128_006717	The influence these shadows receive plays a much larger role in how they appear compared to other regions.{nl}If you see a shadow, you should continue looking for shadows of the same influence.	그리고 그림자가 받는 영향들이 어떻게 나타나는지 다른 지역보다 뚜렷하게 보입니다.{nl}그림자가 보인다면 같은 영향을 받는 그림자만을 노려서 영향력을 키우세요.{nl}	섀도우맨서 마스터
QUEST_20180122_007179	If you leave, you will have to wait until a shadow's influence manifests itself in the device again.{nl}Are you sure you want to leave?	진행 중에 나갈 경우, 장치에 그림자의 영향이 다시 나타날 때까지 잠시 동안 기다려야합니다.{nl}나가시겠습니까?				주의
QUEST_20180122_007180	Information	안내				
QUEST_20180122_007181	The shadows of Khonot Forest will run away if you approach them, so you need to become a shadow yourself.{nl}Press the Space key on the transformation device to turn into a shadow.{nl}	코노트 숲에 있는 그림자들은 사람이 다가가면 도망가므로 본인이 직접 그림자가 되어야 합니다.{nl}연구 장치 옆에 있는 그림자 변신 장치에 space키를 눌러 작동하면 그림자로 변신하게 됩니다.{nl}				안내
QUEST_20180122_007182	After some time you will return to your original appearance.{nl}Once transformed into a shadow, quickly approach other shadows and press the Space key to catch them and increase your influence.	그림자로 변신한 후, 일정 시간이 지나면 다시 본래의 모습으로 돌아가게 됩니다.{nl}그러므로 그림자가 된 후, 그림자들에게 다가가 space키를 눌러 그림자를 잡아 영향력을 올리시기 바랍니다.				안내
QUEST_20180122_007183	Choose one of the three influences of Lhadar Forest shadows and attack.{nl}After you attack and increase your own influence, make sure to only go after shadows of that same influence.{nl}	라다르 숲에 있는 세 가지 영향을 가진 그림자들 중 하나를 선택해 공격하십시오.{nl}공격해서 본인의 영향력이 올라갔다면 이후부터는 같은 영향력을 가진 그림자만을 노리시면 됩니다.{nl}				안내
QUEST_20180122_007184	Keep in mind that attacking shadows of a different influence will reduce your own.	단, 다른 영향을 가진 그림자를 공격했을 경우 본인의 영향력이 감소되니 주의하십시오.				안내
QUEST_20180122_007185	Approach the shadows of Ziburynas Forest and press the Space key to scare them, increasing your influence.{nl}	지부리나스 숲에 보이는 그림자들에게 다가가 space 키를 눌러 놀래주면 본인의 영향력이 올라갑니다.{nl}				안내
QUEST_20180122_007186	Some shadows may be hidden and waiting to scare you.{nl}If you fall victim to their pranks, your own influence decreases.	그러나 그림자들 중에선 놀래주려고 숨어있는 그림자도 있습니다.{nl}그 그림자들의 장난에 걸리면 영향력이 감소되니 주의하시기 바랍니다.				안내
QUEST_20180122_007187	Catch the shadows at the Namu Temple Ruins to increase your influence.{nl}	나뮤 사원터에 있는 그림자들에 다가가 잡으면 본인의 영향력이 올라갑니다.{nl}				안내
QUEST_20180122_007188	Some shadows might try and chase you instead.{nl}Your influence decreases if you are caught by them, so be careful. 	때때로 그림자들을 잡는 걸 방해하러 쫓아오는 그림자가 있습니다.{nl}그 그림자들에게 잡히면 영향력이 감소되니 주의하시기 바랍니다. 				안내
QUEST_20180129_007201	Gatekeeper	경계하는 남자				
QUEST_20180129_007202	Thank you for letting us stay here in Fedimian.{nl}Are you... looking for someone? Doing something in the area...?{nl}Because if you're not, I'd appreciate if you leave.	마을에 머물게 해주셔서 감사합니다.{nl}헌데.. 이렇게 누추한 곳까지 어쩐 일이신가요?{nl}제게.. 볼 일이라도...?{nl}없다면 돌아가 주시길 부탁드립니다.				경계하는 남자
QUEST_20180129_007203	Yeah? What makes you think I'm gonna let you in?	알고 있다고.. 모두가 들어갈 수는 없습니다.				경계하는 남자
QUEST_20180129_007204	Hahahahah... Well, I... can't say no to a customer...{nl}Shall we?	하하하.. 뭐 이런 걸.. 원한 건 아닙니다만..{nl}자.. 들어가 보겠습니까?				경계하는 남자
QUEST_20180129_007205	If you have nothing to do here, I suggest you get going.	볼 일 없으면 그만 돌아가 주시길 부탁드립니다.				경계하는 남자
QUEST_20180129_007206	Security	야시장 관리인				
QUEST_20180129_007207	Found anything you like?{nl}Alright now.	마음에 드는 물건은 있었나?{nl}운이 좋으면 다음에 또 볼 수 있기를 바라지...				야시장 관리인
QUEST_20180129_007208	You don't look very experienced to me.{nl}This place is for the high levels, if you know what I mean.	당신은 모험을 시작한 지 얼마 되지 않아 보이는군요.{nl}아직 이곳에 오기에 이릅니다.				경계하는 남자
QUEST_20180202_007215	Can you give this box of chocolates to my crush for me? It's for Valentine's Day...	저 대신에 이 사람에게 초콜릿을 전달해 주실수 있나요?				짝사랑 소녀
QUEST_20180202_007216	Make sure to deliver the 	소녀에게 받은 				짝사랑 소녀
QUEST_20180202_007217	 Box of Chocolates	포장된 초콜릿				짝사랑 소녀
QUEST_20180202_007218	. Or, if you want to have a bite...	을 전달하거나 먹으세요.				짝사랑 소녀
QUEST_20180202_007219	Your team level is higher than 1, or you already received another Boost Pack.{nl}(If you're a Returning Savior, please use your Homecoming Gift first.)	팀 레벨이 1보다 높거나 이미 "가이드 상자(14일)"을 받으셨습니다.{nl}(복귀 유저는 "복귀 유저의 선물 상자(14일)"을 사용해서 복귀 유저를 증명해주세요.)				이벤트 알림판
QUEST_20180202_007220	Welcome back to Tree of Savior!	트리 오브 세이비어 복귀를 환영합니다.				이벤트 알림판
QUEST_20180202_007221	Welcome to Tree of Savior!	트리 오브 세이비어에 오신 것을 환영합니다.				이벤트 알림판
QUEST_20180202_007222	Thank you for using your Homecoming Gift.{nl}Make sure to receive a Boost Pack from the Event Notice Board.	복귀 유저가 증명되었습니다.{nl}"가이드 상자(14일)"을 받지 않으셨다면 "이벤트 알림판"에서 아이템을 획득하세요.				알림
QUEST_20180208_007223	Select a quest to use the Challenge Voucher.	도전권을 사용할 퀘스트를 선택해주세요.				퀘스트 선택
QUEST_20180208_007224	Reset Helper	초기화 지원 도우미				
QUEST_20180208_007225	Hello. I'm here to deliver the reset items for Falconers, Linkers, Quarrel Shooters, Hoplites and Dragoons.{nl}I can only give away the items once per character, however, so think carefully before you use them.{nl}Do you want the reset items now?	저는 응사, 링커, 쿼렐슈터 분들과 하플라이트, 캐터프랙트, 드라군 분들께 초기화 아이템을 지원해드리고 있습니다.{nl}기간제 아이템으로 캐릭터당 1회만 지원하고 있으니 꼭! 잘 생각하시고 받아가 주세요.{nl}초기화 아이템을 받으시겠습니까?				초기화 지원 도우미
QUEST_20180208_007226	Sorry, you already received your reset items on this character. I can't give you more.	현재 캐릭터는 이미 초기화 아이템 지원을 받으셔서 추가로 지원해드릴 수 없습니다.				밸런스 초기화 지원 도우미
QUEST_20180208_007227	Sorry, your character is not the right class to receive the reset items.	현재 캐릭터는 초기화 아이템 지급 대상 클래스가 아니셔서 아이템을 지원해드릴 수 없습니다.				밸런스 초기화 지원 도우미
QUEST_20180208_007228	You have received Rank Reset Voucher (14 Days) x2.	랭크 초기화권 (14일) 아이템 2개를 지원해드렸습니다.				10차 밸런스 초기화 지원 도우미
QUEST_20180208_007229	You have received Skill Reset Potion (14 Days) x2.	스킬 초기화 포션 (14일) 아이템 2개를 지원해드렸습니다.				10차 밸런스 초기화 지원 도우미
QUEST_20180208_007230	A commemorative tree celebrating TOS' 2nd Anniversary.	2주년을 축하하는 기념수 입니다.				2주년 기념수
