SKILL_20150317_000001	Angriff
SKILL_20150317_000363	[Vubbe-Schamane] Magisch, Magisch, Schatten, Ebenenheilungsfertigkeit
SKILL_20150317_000364	[Vubbe-Schamane] Magisch, Magisch, Schatten, Ebenenfertigkeit
SKILL_20150317_000365	[Fetzer] Magisch, Magisch, Schatten, Teleportation zum Spieler und Angriff
SKILL_20150317_000366	[Blattnuss] Physisch, Schlag, Giftangriff
SKILL_20150317_000367	[Panto] Physisch, Schlag, Erde, Angriff, 2-mal
SKILL_20150317_000368	[Panto] Physisch, Schlag, Erde, Dauerangriff, 6-mal 
SKILL_20150317_000369	[Panto] Magisch, Bewegungsverstärkung, Magie
SKILL_20150317_000370	[Panto-Krieger] Physisch, Hieb, Erde, Angriff
SKILL_20150317_000371	[Ultanun] Physisch, Stoß, Gift, Angriff
SKILL_20150317_000372	[Ultanun] Magische Giftmagie
SKILL_20150317_000373	[Rubabos] Physisch, Schlag, Eisangriff
SKILL_20150317_000374	[Rubabos] Magisch, Magisch, Eisangriff
SKILL_20150317_000375	[Eliteschleim] Physisch, Schlag, Erde, Angriff
SKILL_20150317_000376	[Buschspinne] Physisch, Schlag, nicht-elementar, Angriff
SKILL_20150317_000377	[Pokubu] Physisch, Schlag, Erde, Kopfschmettern
SKILL_20150317_000378	[Mali] Physisch (1 Treffer), Schlag, Gift
SKILL_20150317_000379	[Mallardu] Physisch, Schlag, Erdangriff
SKILL_20150317_000380	[Mallardu] Physisch, Schlag, Erd-Heilungswind
SKILL_20150317_000381	[Grummer] Physisch, Schlag, Gift, Angriff
SKILL_20150317_000382	[Kolibri] Physisch, Stoß, Giftangriff
SKILL_20150317_000383	[Blätterfliege] Physisch, Hieb, Blitz, Angriff
SKILL_20150317_000384	[Wüsten-Chupacabra] Verstärkung, Magisch, HP-Wiederherstellung verstecken
SKILL_20150317_000385	[Wüsten-Chupacabra] Physisch, Schlag, Erdangriff
SKILL_20150317_000386	[Chromahund] Physisch, Schlag, Feuerangriff
SKILL_20150317_000387	[Sedmia] Physisch, Schlag, Gift, Angriff
SKILL_20150317_000388	[Sedmia] Physisch, Schlag, Gift, 1 Fernkampfangriff
SKILL_20150317_000389	[Glock] Physisch, Hieb, Schattenangriff
SKILL_20150317_000390	[Glock] Magisch, Magisch, Schattenangriff
SKILL_20150317_000391	[Wupent] Physisch, Hieb, Eisangriff, Eisschwächung
SKILL_20150317_000392	[Wupent] Physisch, Hieb, Eisangriff
SKILL_20150317_000393	[Rodelin] Physisch, Hieb, Schattenangriff
SKILL_20150317_000394	[Rodelin] Physisch, Hieb, Gerader Schatten-Fernkampfangriff
SKILL_20150317_000395	[Rodelin] Physisch, Hieb, Schatten-Rundziel
SKILL_20150317_000396	[Glizardon] Physisch, Hieb, Schattenangriff, 2-mal
SKILL_20150317_000397	[Glizardon] Physisch, Hieb, Schatten-Heilungswindangriff, 4-mal
SKILL_20150317_000398	[Glizardon] Physisch, Hieb, Schatten-Schmetterangriff
SKILL_20150317_000399	[Koliers] Physisch, Schlag, Schattenangriff
SKILL_20150317_000400	[Rotloxodon] Physisch, Schlag, Feuerangriff
SKILL_20150317_000401	[Beeteros] Physisch, Schlag, Giftangriff
SKILL_20150317_000402	[Mutaschrecke] Physisch, Hieb, Blitzangriff
SKILL_20150317_000403	[Mutaschrecke] Physisch, Hieb, Zweihändiger Blitzangriff
SKILL_20150317_000404	[Egnom] Magisch, Magie, Blitzangriff, 2-mal
SKILL_20150317_000405	[Egnom] Magisch, Magie, Blitz-Fallangriff
SKILL_20150317_000406	[Käflume] Physisch, Hieb, Blitzangriff
SKILL_20150317_000407	[Käflume] Physisch, Hieb, Blitz
SKILL_20150317_000408	[Plagel] Physisch, Hieb, Schattenangriff
SKILL_20150317_000409	[Plagel] Physisch, Hieb, Schattenangriff, 3-mal
SKILL_20150317_000410	[Karkashu] Physisch, Schlag, Giftangriff
SKILL_20150317_000411	[Karkashu] Physisch, Schlag, Giftangriff, 4-mal
SKILL_20150317_000412	[Schwarzmaiz] Physisch, Schlag, Gift
SKILL_20150317_000413	[Tannent] Physisch, Erde, Schlagangriff
SKILL_20150317_000414	[Tannent]
SKILL_20150317_000415	[Wiedergängermonarch]
SKILL_20150317_000416	[Golem] Dauerangriff, rechts
SKILL_20150317_000417	[Golem] Dauerangriff, links
SKILL_20150317_000418	[Golem] Leichtes Schmettern
SKILL_20150317_000419	[Golem] Schmettern
SKILL_20150317_000420	[Golem] Brüllen
SKILL_20150317_000421	[Tannent] Transforceverstärkung benutzen
SKILL_20150317_000422	[Gifter] Physisch, Hieb, Giftangriff
SKILL_20150317_000423	[Flechtklop] Physisch, Hieb, Giftangriff
SKILL_20150317_000424	[Dumaro] Physisch, Hieb, Giftangriff
SKILL_20150317_000425	[Tiken] Physisch, Stoß, Schattenangriff
SKILL_20150317_000426	[Tuken] Physisch, Schlag, Giftangriff
SKILL_20150317_000427	[Siulamm-Krieger] Physisch, Hieb, Giftangriff
SKILL_20150317_000428	[Siulamm-Lagune] Physisch, Schlag, Giftangriff
SKILL_20150317_000429	[Siulamm-Schamane] Physisch, Schlag, Giftangriff
SKILL_20150317_000430	[Minivern] Physisch, Schlag, Eisangriff
SKILL_20150317_000431	[Kronut] Physisch, Schlag, Giftangriff
SKILL_20150317_000432	[Infrohoglan] Physisch, Schlag, Giftangriff
SKILL_20150317_000433	[Colistumpf] Physisch, Schlag, Blitzangriff
SKILL_20150317_000434	[Lapasape] Physisch, Hieb, Giftangriff
SKILL_20150317_000435	[Infroblud] Physisch, Schlag, Giftangriff
SKILL_20150317_000436	[Blattkäfer] Physisch (1 Treffer), Erde, Schlag
SKILL_20150317_000437	[Hanaming] Physisch (1 Treffer), Erde, Schlag
SKILL_20150317_000438	[Kristallspinne] Physisch (1 Treffer), Eis, Stoß
SKILL_20150317_000439	[Graujukopus] Magisch (1 Treffer), Eis, Schlag
SKILL_20150317_000440	[Graupokubu]
SKILL_20150317_000441	[Rotvubbe-Bogenschütze] Fernkampf, Stoß, Feuerangriff
SKILL_20150317_000442	[Rotfischer] Physisch (1 Treffer), Schlag, Feuer
SKILL_20150317_000443	[Rotfischer] Magisch, Verstärkung, Aggressor-Verstärkungsfertigkeit
SKILL_20150317_000444	[Simorph] Physisch, Erde, Schlag
SKILL_20150317_000445	[Aggrente] Physisch, Schlag, Feuerangriff
SKILL_20150317_000446	[Yognom] Magisch, Magisch, Blitzangriff
SKILL_20150317_000447	[Plag] Physisch, Fernkampf, Schattenangriff
SKILL_20150317_000448	[Maskenträger]
SKILL_20150317_000449	[Braunzigri] Physisch, Hieb, Erdangriff
SKILL_20150317_000450	[Braunzigri] Physisch, Hieb, Erdangriff, 2-mal
SKILL_20150317_000451	[Schwarzzigri] Physisch, Hieb, Schattenangriff
SKILL_20150317_000452	[Schwarzzigri] Physisch, Hieb, Schattenangriff, 2-mal
SKILL_20150317_000453	[Blin] Physisch, Schlag, Schattenangriff
SKILL_20150317_000454	[Zinutekas] Physisch, Stoß, Erdangriff
SKILL_20150317_000455	[Zinutekas] Physisch, Stoß, Erdangriff, 2-mal
SKILL_20150317_000456	[Rotgriba] Physisch, Schlag, Feuerangriff
SKILL_20150317_000457	[Rotgriba] Physisch, Schlag, Feuerangriff, 2-mal
SKILL_20150317_000458	[Alter Rotkepa] Physisch, Schlag, Feuerangriff
SKILL_20150317_000459	[Schwarzrafflesie] Fernkampf, Magisch, Schatten-Fernkampfschuss
SKILL_20150317_000460	[Schwarzrafflesie] Physisch, Magisch, Schattenangriff
SKILL_20150317_000461	[Rotinfrorocktor] Physisch, Schlag, Feuerangriff
SKILL_20150317_000462	[Rotinfrorocktor] Magisch, Erhöhte Blockierungsverstärkung
SKILL_20150317_000463	[Grün-Ellom] Physisch, Schlag, Giftangriff
SKILL_20150317_000464	[Pokeiler] Physisch, Stoß, Giftangriff
SKILL_20150317_000465	[Pokeiler] Physisch, Stoß, Blitzangriff
SKILL_20150317_000466	[Vubbe-Verfolger] Physisch, Stoß, Schattenangriff, 2-mal
SKILL_20150317_000467	[Vubbe-Verfolger] Physisch, Stoß, Schatten, Angriff, 5-mal
SKILL_20150317_000468	[Schamanenpuppe] Physisch, Stoß, Schattenangriff
SKILL_20150317_000469	[Gründrache] Physisch, Schlag, Giftangriff
SKILL_20150317_000470	[Gründrache] Magisch, Magisch, Giftangriff
SKILL_20150317_000471	[Schwarzdrache] Physisch, Schlag, Schattenangriff
SKILL_20150317_000472	[Schwarzdrache] Magisch, Magisch, Schattenangriff
SKILL_20150317_000473	[Vubbe-Krieger] Physisch, Hieb, Schattenangriff
SKILL_20150317_000474	[Blaupuragi] Physisch, Schlag, Eisangriff
SKILL_20150317_000475	[Rotvubbe-Dieb] Physisch, Stoß, Feuerangriff 1-mal
SKILL_20150317_000476	[Schwarzgroßgriba] Physisch, Schlag, Schattenangriff
SKILL_20150317_000477	[Schwarzgroßgriba] Magisch, Magie, Schattenangriff
SKILL_20150317_000478	[Schwarzdesmodus] Physisch, Stoß, Schattenangriff
SKILL_20150317_000479	[Rubblem] Physisch, Schlag, Erdangriff
SKILL_20150317_000480	[Matsum] Magisch, Schlag, Feuer Feuerballbeschwörung
SKILL_20150317_000481	[Plagel] Physisch, Hieb, Schattenangriff, 2-mal
SKILL_20150317_000482	[Dionia] Physischer nicht-elementarer Schlag
SKILL_20150317_000483	[Dionia] Magischer Giftschlag
SKILL_20150317_000484	[Bärkaras] Physischer Erdschlag
SKILL_20150317_000485	[Bärkaras] Physischer Erdhieb
SKILL_20150317_000486	[Abscheulichkeit] Physischer nicht-elementarer Schlag
SKILL_20150317_000487	[Abscheulichkeit] Magische nicht-elementare Magie
SKILL_20150317_000488	[Blendspektral] Physische Schattenmagie
SKILL_20150317_000489	[Rikaus] Physischer nicht-elementarer Schlag
SKILL_20150317_000490	[Rikaus] Physischer Schattenschlag
SKILL_20150317_000491	[Dornicht] Physischer nicht-elementarer Schlag
SKILL_20150317_000492	[Dornicht] Physischer nicht-elementarer Stoß
SKILL_20150317_000493	[Molich] Physischer Schattenschlag
SKILL_20150317_000494	[Molich] Magische Schattenmagie
SKILL_20150317_000495	[Sequoia] Physischer nicht-elementarer Schlag
SKILL_20150317_000496	[Sequoia] Physischer Feuerschlag
SKILL_20150317_000497	[Sequoia] Magische Feuermagie
SKILL_20150317_000498	[Rikaus] Magische Schattenmagie
SKILL_20150317_000499	[Sparnasmann] Physischer nicht-elementarer Schlag
SKILL_20150317_000500	[Sparnasmann] Physische nicht-elementare Magie
SKILL_20150317_000501	[Grabmagd] Magische nicht-elementare Magie
SKILL_20150317_000502	[Grabmagd] Physischer nicht-elementarer Schlag
SKILL_20150317_000503	[Kubas] Physische nicht-elementare Magie
SKILL_20150317_000504	[Kubas] Physische Blitzmagie
SKILL_20150317_000505	[Kubas] Physische Eismagie
SKILL_20150317_000506	[Kubas] Physische Feuermagie
SKILL_20150317_000507	[Grinender] Physischer Feuerschlag
SKILL_20150317_000508	[Grinender] Physischer Feuerstoß
SKILL_20150317_000509	[Grinender] Physische Feuermagie
SKILL_20150317_000510	[Grinender] Magische Feuermagie
SKILL_20150317_000511	[Pyroego] Physischer Feuerschlag
SKILL_20150317_000512	[Pyroego] Magische Feuermagie
SKILL_20150317_000513	[Lithorex] Magische Giftmagie
SKILL_20150317_000514	[Lithorex] Magische nicht-elementare Magie
SKILL_20150317_000515	[Molich] Physischer nicht-elementarer Schlag
SKILL_20150317_000516	[Linkroller] Magische Blitzmagie
SKILL_20150317_000517	[Totgeborener] Physischer Schattenschlag
SKILL_20150317_000518	[Totgeborener] Physischer Schattenhieb
SKILL_20150317_000519	[Salamander] Physischer Feuerschlag
SKILL_20150317_000520	[Salamander] Physischer Feuerstoß
SKILL_20150317_000521	[Kepa-Häuptling] Physischer nicht-elementarer Schlag
SKILL_20150317_000522	[Kepa-Häuptling] Magischer nicht-elementarer Schlag
SKILL_20150317_000523	[Golem] Physischer Erdschlag
SKILL_20150317_000524	[Blendspektral] Magischer Schattenschlag
SKILL_20150317_000525	[Wiedergängermonarch] Magische Schattenmagie
SKILL_20150317_000526	[Mirtis] Physischer Schattenhieb
SKILL_20150317_000527	[Mirtis] Physische Schattenmagie
SKILL_20150317_000528	[Mirtis] Magische Schattenmagie
SKILL_20150317_000529	[Mirtis] Magischer Schattenhieb
SKILL_20150317_000530	[Frostmahr] Physischer Eisschlag
SKILL_20150317_000531	[Frostmahr] Physische Eismagie
SKILL_20150317_000532	[Waldgeist] Physischer nicht-elementarer Schlag
SKILL_20150317_000533	[Waldgeist] Physische nicht-elementare Magie
SKILL_20150317_000534	[Waldgeist] Magische nicht-elementare Magie
SKILL_20150317_000535	[Steinwal] Magische Erdmagie
SKILL_20150317_000536	[Ginklas] Physischer Feuerschlag
SKILL_20150317_000537	[Yonazolem] Physischer nicht-elementarer Schlag
SKILL_20150317_000538	[Yonazolem] Magischer nicht-elementarer Schlag
SKILL_20150317_000539	[Tutu] Physischer Giftschlag
SKILL_20150317_000540	[Tutu] Magische Giftmagie
SKILL_20150317_000541	[Beißerkönigin] Physischer nicht-elementarer Stoß
SKILL_20150317_000542	[Beißerkönigin] Physischer Gifthieb
SKILL_20150317_000543	[Beißerkönigin] Physische Giftmagie
SKILL_20150317_000544	[Meister-Genius] Physischer nicht-elementarer Schlag
SKILL_20150317_000545	[Meister-Genius] Magische Eismagie
SKILL_20150317_000546	[Iltiswurz] Physischer nicht-elementarer Schlag
SKILL_20150317_000547	[Iltiswurz] Physische Giftmagie
SKILL_20150317_000548	[Lepus] Physischer nicht-elementarer Hieb
SKILL_20150317_000549	[Muschkaria] Physische Giftmagie
SKILL_20150317_000550	[Muschkaria] Physischer Giftschlag
SKILL_20150317_000551	[Ellaganos] Physischer nicht-elementarer Schlag
SKILL_20150317_000552	[Dionia] Magische nicht-elementare Magie
SKILL_20150317_000553	[Steinwal] Physischer Erdschlag
SKILL_20150317_000554	[Steinwal] Physischer Erdstoß
SKILL_20150317_000555	[Ginklas] Physische Feuermagie
SKILL_20150317_000556	[Lepus] Magischer nicht-elementarer Schlag
SKILL_20150317_000557	[Mammutbaum] Magischer Feuerstoß
SKILL_20150317_000558	[Bebraspion] Physischer nicht-elementarer Schlag
SKILL_20150317_000559	[Bebraspion] Physischer Blitzschlag
SKILL_20150317_000560	[Sparnas] Physischer nicht-elementarer Schlag
SKILL_20150317_000561	[Sparnas] Physischer nicht-elementarer Stoß
SKILL_20150317_000562	[Sparnas] Physische Blitzmagie
SKILL_20150317_000563	[Rajakröte] Magische nicht-elementare Magie
SKILL_20150317_000564	[Rajakröte] Physischer Eisschlag
SKILL_20150317_000565	[Käfer] Physischer Gifthieb
SKILL_20150317_000566	[Käfer] Physischer Giftstoß
SKILL_20150317_000567	[Käfer] Physische Giftmagie
SKILL_20150317_000568	[Thronweber] Physische Giftmagie
SKILL_20150317_000569	[Thronweber] Physischer Giftschlag
SKILL_20150317_000570	[Thronweber] Magische Giftmagie
SKILL_20150317_000571	[Energiemine] Physischer Blitzschlag
SKILL_20150317_000572	[Schattenstürmer] Physischer Schattenhieb
SKILL_20150317_000573	[Schattenstürmer] Magische Schattenmagie
SKILL_20150317_000574	[Schattenstürmer] Physische Schattenmagie
SKILL_20150317_000575	[Mammutbaum] Physischer nicht-elementarer Schlag
SKILL_20150317_000576	[Mammutbaum] Physischer Feuerschlag
SKILL_20150317_000577	[Rexipher] Physischer Schattenschlag
SKILL_20150317_000578	[Rocktortuga] Physischer Erdschlag
SKILL_20150317_000579	[Luropus] Physischer nicht-elementarer Stoß
SKILL_20150317_000580	[Nekroventer] Magischer Schattenschlag
SKILL_20150317_000581	[Nekroventer] Magische Schattenmagie
SKILL_20150317_000582	[Helgazerkel] Magischer Schattenhieb
SKILL_20150317_000583	[Helgazerkel] Physischer Schattenhieb
SKILL_20150317_000584	[Helgazerkel] Magische Schattenmagie
SKILL_20150317_000585	[Luropus] Physischer nicht-elementarer Schlag
SKILL_20150317_000586	[Luropus] Magische nicht-elementare Magie
SKILL_20150317_000587	[Königsleberwurz] Physischer Giftschlag
SKILL_20150317_000588	[Archon] Physischer Feuerschlag
SKILL_20150317_000589	[Yekub] Physischer Schattenschlag
SKILL_20150317_000590	[Yekub] Magischer Schattenschlag
SKILL_20150317_000591	[Yekub] Magische nicht-elementare Magie
SKILL_20150317_000592	[Karapas] Physischer Eisschlag
SKILL_20150317_000593	[Karapas] Physischer Eishieb
SKILL_20150317_000594	[Werwolf] Physischer nicht-elementarer Hieb
SKILL_20150317_000595	[Werwolf] Physischer nicht-elementarer Schlag
SKILL_20150317_000596	[Werwolf] Physische Schattenmagie
SKILL_20150317_000597	[Werwolf] Physischer Schattenhieb
SKILL_20150317_000598	[Archon] Magische nicht-elementare Magie
SKILL_20150317_000599	[Ellaganos] Physischer nicht-elementarer Stoß
SKILL_20150317_000600	[Ellaganos] Physische Schattenmagie
SKILL_20150317_000601	[Zyklop] Physischer Schattenschlag
SKILL_20150317_000602	[Zyklop] Magische Schattenmagie
SKILL_20150317_000603	[Rajaperl] Physischer nicht-elementarer Hieb
SKILL_20150317_000604	[Rajaperl] Physische Eismagie
SKILL_20150317_000605	[Honigstachel] Physischer Giftschlag
SKILL_20150317_000606	[Honigstachel] Physische Giftmagie
SKILL_20150317_000607	[Kepa-Häuptling] Magische nicht-elementare Magie
SKILL_20150317_000608	[Dämonenrind] Physischer Schattenstoß
SKILL_20150317_000609	[Dämonenrind] Physische Schattenmagie
SKILL_20150317_000610	[Dämonenrind] Physischer Schattenschlag
SKILL_20150317_000611	[Achat] Physischer nicht-elementarer Schlag
SKILL_20150317_000612	[Ritaswurz] Physischer Giftschlag
SKILL_20150317_000613	[Ritaswurz] Physische Giftmagie
SKILL_20150317_000614	[Ritaswurz] Magische Giftmagie
SKILL_20150317_000615	[Ritaswurz] Magische nicht-elementare Magie
SKILL_20150317_000616	[Lepus] Physischer nicht-elementarer Schlag
SKILL_20150317_000617	[Rexipher] Magische Schattenmagie
SKILL_20150317_000618	[Korrumpus] Magische Schattenmagie
SKILL_20150317_000619	[Korrumpus] Magischer Schattenschlag
SKILL_20150317_000620	[Muschkaria] Magische Giftmagie
SKILL_20150317_000621	[Rocktortuga] Magische Erdmagie
SKILL_20150317_000622	[Käfer] Magische Giftmagie
SKILL_20150317_000623	[Vubbe-Kämpfer] Physischer Erdhieb
SKILL_20150317_000624	[Vubbe-Kämpfer] Physischer Erdschlag
SKILL_20150317_000625	[Blendspektral] Magische Schattenmagie
SKILL_20150317_000626	[Matschwurz] Physischer nicht-elementarer Schlag
SKILL_20150317_000627	[Matschwurz] Physische nicht-elementare Magie
SKILL_20150317_000628	[Matschwurz] Magische nicht-elementare Magie
SKILL_20150317_000629	[Matschwurz] Magische Giftmagie
SKILL_20150317_000630	[Naktis] Magischer nicht-elementarer Schlag
SKILL_20150317_000631	[Drapeliun] Physischer nicht-elementarer Stoß
SKILL_20150317_000632	[Drapeliun] Physische nicht-elementare Magie
SKILL_20150317_000633	[Drapeliun] Magische Schattenmagie
SKILL_20150317_000634	[Sparnas-Horn] Physischer nicht-elementarer Schlag
SKILL_20150317_000635	[Sparnas-Horn] Physischer nicht-elementarer Stoß
SKILL_20150317_000636	[Sparnas-Horn] Physische Blitzmagie
SKILL_20150317_000637	[Magburk] Physischer Feuerschlag
SKILL_20150317_000638	[Gaigalas] Physischer nicht-elementarer Schlag
SKILL_20150317_000639	[Gaigalas] Physische Feuermagie
SKILL_20150317_000640	[Eisenbaum] Physischer nicht-elementarer Schlag
SKILL_20150317_000641	[Eisenbaum] Physischer Feuerschlag
SKILL_20150317_000642	[Eisenbaum] Physische Feuermagie
SKILL_20150317_000643	[Eisenbaum] Magische nicht-elementare Magie
SKILL_20150317_000644	[Karnivore] Physischer Giftschlag
SKILL_20150317_000645	[Karnivore] Physische Giftmagie
SKILL_20150317_000646	[Karnivore] Physischer Giftstoß
SKILL_20150317_000647	[Karnivore] Magische Giftmagie
SKILL_20150317_000648	[Energiemine] Physische Blitzmagie
SKILL_20150317_000649	[Kaktusvel] Physischer Giftschlag
SKILL_20150317_000650	[Kaktusvel] Physischer nicht-elementarer Schlag
SKILL_20150317_000651	[Kaktusvel] Physische nicht-elementare Magie
SKILL_20150317_000652	[Grabfürst] Physische nicht-elementare Magie
SKILL_20150317_000653	[Gießläufer] Physischer Giftschlag
SKILL_20150317_000654	[Gießläufer] Magische nicht-elementare Magie
SKILL_20150317_000655	[Kirmelich] Physischer nicht-elementarer Schlag
SKILL_20150317_000656	[Kirmelich] Physischer nicht-elementarer Stoß
SKILL_20150317_000657	[Naktis] Magische nicht-elementare Magie
SKILL_20150317_000658	[Teufelshand] Physischer nicht-elementarer Schlag
SKILL_20150317_000659	[Teufelshand] Magischer nicht-elementarer Schlag
SKILL_20150317_000660	[Zerberus] Physischer nicht-elementarer Schlag
SKILL_20150317_000661	[Zerberus] Physische nicht-elementare Magie
SKILL_20150317_000662	[Minotaurus] Physischer Feuerschlag
SKILL_20150317_000663	[Minotaurus] Magische Feuermagie
SKILL_20150317_000664	[Minotaurus] Physische Feuermagie
SKILL_20150317_000665	[Schauermahr] Physischer Schattenhieb
SKILL_20150317_000666	[Schauermahr] Magische Schattenmagie
SKILL_20150317_000667	[Scorpio] Physischer nicht-elementarer Hieb
SKILL_20150317_000668	[Scorpio] Physischer nicht-elementarer Stoß
SKILL_20150317_000669	[Moa] Physischer nicht-elementarer Stoß
SKILL_20150317_000670	[Moa] Physischer nicht-elementarer Schlag
SKILL_20150317_000671	[Moa] Physischer nicht-elementarer Hieb
SKILL_20150317_000672	[Scorpio] Physische Giftmagie
SKILL_20150317_000673	[Dornicht] Magische nicht-elementare Magie
SKILL_20150317_000674	[Dornicht] Magische Schattenmagie
SKILL_20150317_000675	[Glasmaulwurf] Physischer nicht-elementarer Schlag
SKILL_20150317_000676	[Glasmaulwurf] Physischer nicht-elementarer Stoß
SKILL_20150317_000677	[Denoptik] Magische nicht-elementare Magie
SKILL_20150317_000678	[Denoptik] Magischer nicht-elementarer Schlag
SKILL_20150317_000679	[Todesweber] Physische nicht-elementare Magie
SKILL_20150317_000680	[Todesweber] Magische nicht-elementare Magie
SKILL_20150317_000681	[Todesweber] Physischer nicht-elementarer Stoß
SKILL_20150317_000682	[Tempelschütze] Physischer nicht-elementarer Stoß
SKILL_20150317_000683	[Tempelschütze] Magische nicht-elementare Magie
SKILL_20150317_000684	[Unklopfer] Physischer Schattenschlag
SKILL_20150317_000685	[Unklopfer] Physische Schattenmagie
SKILL_20150317_000686	[Unklopfer] Magischer Schattenschlag
SKILL_20150317_000687	[Gorgonus] Physischer nicht-elementarer Schlag
SKILL_20150317_000688	[Gorgonus] Physischer Schattenschlag
SKILL_20150317_000689	[Gorgonus] Magische Schattenmagie
SKILL_20150317_000690	[Mumiengeist] Physischer Schattenschlag
SKILL_20150317_000691	[Mumiengeist] Physischer Schattenstoß
SKILL_20150317_000692	[Mumiengeist] Magische Schattenmagie
SKILL_20150317_000693	[Hydra] Physische Eismagie
SKILL_20150317_000694	[Hydra] Magische Eismagie
SKILL_20150317_000695	[Hydra] Physischer nicht-elementarer Stoß
