QUEST_UNUSED_20150317_000001	A ha, you're on your way to see Master Pardoner. I wish you luck.
QUEST_UNUSED_20150729_000306	Seeing how there's no news of them, though... Something could have happened.{nl}I know it isn't easy, but if you find their bodies... will you look through them?{nl}They should be carrying useful parts. If not, try the monsters nearby...
QUEST_UNUSED_20150729_000307	The Petrifying Frost at the entrance to Coastal Fortress is being reported on quite often, so you should be careful of monster attacks and Petrifying Frost.
QUEST_UNUSED_20150729_000308	The backup forces are all gone... It's a shame...{nl}Their spirits will need to be guided too...
QUEST_UNUSED_20150729_000309	Okay. Anyways, please take those parts and fix the broken detector.{nl}We should do it, but please understand that we can't leave here.
QUEST_UNUSED_20150729_000310	Those are the parts.{nl}You should go and fix the detectors now.{nl}Beware of Petrifying Frost.
QUEST_UNUSED_20150729_000311	After all the detectors are back to normal I want to guide the spirits to their rest place.
QUEST_UNUSED_20150729_000312	Please, do me this favor.
QUEST_UNUSED_20150729_000313	Oh, all of them are working now.{nl}Thank you.{nl}I can finally start guiding the spirits now.
QUEST_UNUSED_20150729_000314	I'm worried there's so many spirits...{nl}But I still plan to guide them one by one.{nl}May your path be blessed by the goddesses.
QUEST_UNUSED_20150729_000315	Who're you? Stay back.{nl}Or... Maybe if you can help me...
QUEST_UNUSED_20150729_000316	Priest Juta
QUEST_UNUSED_20150729_000317	Wow. I never thought I'd meet someone at this cemetery.{nl}I'm a Bokor serving Goddess Zemyna. After she went missing I followed Her trace all the way here.{nl}
QUEST_UNUSED_20150729_000318	I heard Goddess Zemyna was hiding and that she had blessed the Order of the Tree of Truth,{nl}but now that I'm here all I see are dead bodies.{nl}I can't control them with my power, either. I might have to get rid of them, they're interfering with my prayers...
QUEST_UNUSED_20150729_000319	Really? Thank you for your words.{nl}Prayers were hard to do alone.{nl}
QUEST_UNUSED_20150729_000320	Please take care of the bodies around here, then.{nl}Meanwhile I'll be preparing and praying to the goddess.
QUEST_UNUSED_20150729_000321	I thought I'd find something here, but these corpses don't respond to my Bokor powers...{nl}I never saw something like this. I need to find the goddess...
QUEST_UNUSED_20150729_000322	Oh, you're back. Thanks to you I was able to pray properly.{nl}I mean... There's no answer like before but...
QUEST_UNUSED_20150729_000323	Ich schaue sie mir an.
QUEST_UNUSED_20150729_000324	Signal
QUEST_UNUSED_20150729_000325	Den Schwanz abschneiden (1)
QUEST_UNUSED_20150729_000326	Den Schwanz abschneiden (2)
QUEST_UNUSED_20150729_000327	Den Schwanz abschneiden (3)
QUEST_UNUSED_20150729_000328	Eine Sackgasse (1)
QUEST_UNUSED_20150729_000329	Eine Sackgasse (2)
QUEST_UNUSED_20150729_000330	Eine Sackgasse (3)
QUEST_UNUSED_20150729_000331	Zuflucht im Archiv
QUEST_UNUSED_20150729_000332	Eleganter Dämonenfürst
QUEST_UNUSED_20150729_000333	Die Reise, mich selbst zu finden (1)
QUEST_UNUSED_20150729_000334	Die Reise, mich selbst zu finden (2)
QUEST_UNUSED_20150729_000335	Die Reise, mich selbst zu finden (3)
QUEST_UNUSED_20150729_000336	Die Reise, mich selbst zu finden (4)
QUEST_UNUSED_20150729_000337	Die Reise, mich selbst zu finden (5)
QUEST_UNUSED_20150729_000338	Die Reise, mich selbst zu finden (6)
QUEST_UNUSED_20150729_000339	Endlose Vereinbarungen (1)
QUEST_UNUSED_20150729_000340	Endlose Vereinbarungen (2)
QUEST_UNUSED_20150729_000341	Endlose Vereinbarungen (3)
QUEST_UNUSED_20150729_000342	Endlose Vereinbarungen (4)
QUEST_UNUSED_20150729_000343	Die Tragödie der Legwyns (1)
QUEST_UNUSED_20150729_000344	Die Tragödie der Legwyns (2)
QUEST_UNUSED_20150729_000345	Die Tragödie der Legwyns (3)
QUEST_UNUSED_20150729_000346	Progress
QUEST_UNUSED_20150730_000347	Reparieren/HAMMERING/5/TRACK_AFTER/None
QUEST_UNUSED_20150730_000348	Notice/Der Detektor wurde aktiviert!#5
QUEST_UNUSED_20150730_000349	Reparieren/HAMMERING/3/TRACK_BEFORE/None
QUEST_UNUSED_20150803_000350	Mit Mitglied Irmantas sprechen
QUEST_UNUSED_20150803_000351	Dich mit Mitglied Grazina treffen
QUEST_UNUSED_20150803_000352	Du hörst, wie jemand jemanden ruft.
QUEST_UNUSED_20150803_000353	Mit Mitglied Grazina sprechen
QUEST_UNUSED_20150803_000354	Mitglied Irmantas die Sachen geben
QUEST_UNUSED_20150803_000355	Dich mit Mitglied Alina treffen
QUEST_UNUSED_20150803_000356	Mit Mitglied Alina sprechen
QUEST_UNUSED_20150803_000357	Mit Mitglied Alina sprechen
QUEST_UNUSED_20150804_000358	Um dich dem königlichen Mausoleum zu nähern, musst du alle Prüfungen des großen Königs Zachariel bestehen.{nl}Sprich mit Historiker Rexipher, um das nächste Symbol der nächsten Prüfung zu erhalten.
QUEST_UNUSED_20150908_000359	Es beseitigen
QUEST_UNUSED_20150908_000360	Es ist keine Spur vom Lager übrig.
QUEST_UNUSED_20150908_000361	Besiege das Monster, das den Weg versperrt!
QUEST_UNUSED_20150908_000362	Du hast das Monster besiegt, das den Weg versperrt hat!
QUEST_UNUSED_20150908_000363	Du hast der Eulenskulptur die Kiste mit Geistern gegeben.
QUEST_UNUSED_20150908_000364	Besiege den Werwolf!
QUEST_UNUSED_20150908_000365	Besiege die Muschkaria, die plötzlich aufgetaucht sind!
QUEST_UNUSED_20150908_000366	Für die Verstorbenen beten
QUEST_UNUSED_20150908_000367	Für die Verstorbenen beten
QUEST_UNUSED_20150908_000368	Du hast für den verstorbenen Soldaten gebetet!
QUEST_UNUSED_20150908_000369	Durchschauen
QUEST_UNUSED_20150908_000370	Graben
QUEST_UNUSED_20150908_000371	Zerstöre die Schatztruhe und besiege die weglaufenden Vubbes!
QUEST_UNUSED_20150908_000372	Jage die Vubbes, die weggelaufen sind!
QUEST_UNUSED_20150908_000373	Dich zu einer anderen Region begeben
QUEST_UNUSED_20150908_000374	Die Monster sind in der Nähe der zerbrochenen Eulenskulptur erschienen!
QUEST_UNUSED_20150908_000375	Als du das Feuer entfachen wolltest, sind plötzlich Monster erschienen!{nl}Besiege sie zuerst und entfache dann erneut das Feuer!
QUEST_UNUSED_20150908_000376	Du hast die ganze Eulenskulptur verbrannt!
QUEST_UNUSED_20150908_000377	Sie anzünden
QUEST_UNUSED_20150908_000378	Alle Monster besiegen, während du das Feuer um die Skulpturen schützt
QUEST_UNUSED_20150908_000379	Besiege den Lepus, der den Weg versperrt!
QUEST_UNUSED_20150908_000380	Du hast den Lepus besiegt, der den Weg versperrt hat!
QUEST_UNUSED_20150908_000381	Siulämmer kommen, um dich aufzuhalten!
QUEST_UNUSED_20150918_000382	Did the Archer Master send you here?{nl}Klaipeda is becoming stable, but Fedimian is still like this.
QUEST_UNUSED_20150918_000383	I want you to get rid of the boss monsters at Mage Tower.{nl}We don't have enough workforce to reconstruct Fedimian and the monsters are also coming out from the tower.
QUEST_UNUSED_20150918_000384	According to the report of the scout who succeeded in infiltrating into the tower, it was Minotaurus at the 3rd floor of Mage Tower.{nl}If we could defeat that monster, it will be an enough warning.
QUEST_UNUSED_20150918_000385	Well Done. The monsters' force has reduced a bit as a result. {nl}Please pass my appreciation to Archer Master.
QUEST_UNUSED_20150918_000386	Thanks. {nl}As a Cleric Master, I will help you to fulfill bigger mission.
QUEST_UNUSED_20150918_000387	There are nests of monsters at the right side of this four way.{nl}There may be some of our colleagues who are still alive.
QUEST_UNUSED_20150918_000388	Of course, I should repay you first as a Squire Master.
QUEST_UNUSED_20150918_000389	Die Sammlung der Sammler
QUEST_UNUSED_20150918_000390	Besiege die Monster, die den Weg versperren!
QUEST_UNUSED_20150918_000391	Du hast alle Monster besiegt, die den Weg versperren!
QUEST_UNUSED_20150918_000392	Mit dem Sammler sprechen
QUEST_UNUSED_20150918_000393	Du hast die Sammlungen erhalten
QUEST_UNUSED_20151001_000394	So you are the Revelator who dreamt of the dream of the goddesses.{nl}I am Uska, the Knight Commander in charge of both Siauliai and Klaipeda.
QUEST_UNUSED_20151001_000395	The kingdom lost all hope.{nl}Without the will to stand up again.. calling at the name of the goddesses.{nl}
QUEST_UNUSED_20151001_000396	To tell you the truth, I can't just see you Revelators positively.{nl}Since I am in charge of one city..{nl}
QUEST_UNUSED_20151001_000397	We should not experience the depression again.
QUEST_UNUSED_20151001_000398	Anyways, the bishop also dreamt of the revelation.{nl}He told me that when the Revelator comes, he should go to Crystal Mine.{nl}
QUEST_UNUSED_20151001_000399	But, since the mine village is fighting against Vubbes, we are restricting the entrance.{nl}The knight, Aras at the east forest is in charge so meet him.
QUEST_UNUSED_20151001_000400	The reason why the number of monsters increased in this forest was due to Vubbe fighters.{nl}Please find out how many Vubbes are here.{nl}
QUEST_UNUSED_20151001_000401	Hey. You're that famous Revelator, aren't ya?{nl}Seems like you're interested in the Fortress of the Land.{nl}
QUEST_UNUSED_20151001_000402	This is, the place is full of soldiers from the Royal Army, you can't just walk in.{nl}Now. Whose side are you on?{nl}If you want to enter the Fortress of the Land, you better tell me.{nl}
QUEST_UNUSED_20151001_000403	Be careful not to get detected by kingdom soldiers.{nl}Even if you get caught, just laugh and pretend there's nothing.
QUEST_UNUSED_20151001_000404	You've seen Gargoyle Sculpture at the gathering place right?{nl}That's the Gargoyle.{nl}
QUEST_UNUSED_20151001_000405	Strangely, whenever I tried to enter the fortress, it suddenly moves and blocks the way.{nl}Without making a mess, it will be impossible to suppress them with our force.
QUEST_UNUSED_20151001_000406	Poata at the east forest of Siauliai are threatening the villagers.{nl}If you could eliminate them in the name of the goddesses, I will teach you my magic.
QUEST_UNUSED_20151001_000407	When I saw you for the first time, you looked too awkward.. but.{nl}Now, you became more famous than me.{nl}
QUEST_UNUSED_20151001_000408	Well done.{nl}When you gain some experiences and learn swordsmanship from me, you will become a good knight.
QUEST_UNUSED_20151001_000409	You've come here to learn the teaching of Rogue from me?{nl}It's good.{nl}There is a task that I can verify your skills as a Rogue and resolve my problem.{nl}
QUEST_UNUSED_20151001_000410	Scout Master and I used to be very good friends, but our relationship is somewhat awkward now.{nl}I want to restore the relationship by giving him a gift, but if I go, I am going to get spotted.{nl}Can you go there secretly and leave him a gift?
QUEST_UNUSED_20151001_000411	Good. But this also includes your test.{nl}Give him a gift, but you have to put it secretly so Scout Master doesn't notice you.{nl}To give you an advice, you do it from his back.
QUEST_UNUSED_20151001_000412	So you've come.{nl}He will be surprised when he checks it later.{nl}
QUEST_UNUSED_20151001_000413	It is now time to complete my work with you.{nl}I can see that you are more than average since you were able to put it secretly without Scout Master noticing it. You will learn fast.
QUEST_UNUSED_20151001_000414	So you've come here to learn the skills of Fletcher.{nl}Remember, it would also cost you a lot.{nl}
QUEST_UNUSED_20151001_000415	I've been looking for the arrows that were created by the first Fletcher Master from long time ago.{nl}Those arrows were to be given to Lydia Schaffen so I am sure the expertise that was put into those arrows are not normal.{nl}I've found the whereabouts of those arrows recently so someone who would be able to recognize the true value of those arrows should go there.
QUEST_UNUSED_20151001_000416	According to the information I've obtained, it looks like I would be able to find it from 36_1 of the valley region.{nl}It was used to hunt for some violent monster so you better be careful.
QUEST_UNUSED_20151001_000417	I can tell it's great by just looking at its appearances.{nl}I want to research on this arrow immediately, but my promise with you come first.{nl}I will show you my skill so pay attention.
QUEST_UNUSED_20151001_000418	As a Falconer Master, I am looking for the ways to make Falconers stronger with diverse methods.{nl}One of the ideas that came to me was to use the aerial monsters instead of eagles.{nl}
QUEST_UNUSED_20151001_000419	Of course, I am satisfied with my partner, Rith, but I think these tries would help Falconer.
QUEST_UNUSED_20151001_000420	Like when you are taming an eagle, how about feed it?{nl}I don't have high expectations so you better go there and try it first.{nl}I've put enough food so at least try on three different kinds of monsters.
QUEST_UNUSED_20151001_000421	Did we fail. It's so bad, but I've expected it.{nl}Regardless of the outcomes, I will pay for your efforts.{nl}Good. I will teach you myself.
QUEST_UNUSED_20151001_000422	You want to learn more advanced skills?{nl}If you want to learn advanced skills of Schwaze Reiter, your should possess competent skills.{nl}The most important thing is to shoot enemies accurately.
QUEST_UNUSED_20151001_000423	I like your confidence.{nl}But, I should check whether youa re really competent enough.{nl}I will acknowledge you if you succeed landing hits on enemies 200 times consecutively without any mistake.
QUEST_UNUSED_20151001_000424	So you were not a bluff.{nl}I would be pleasant to teach you if your skills are like those.
QUEST_UNUSED_20151001_000425	You've come here to learn the skills of Monk?{nl}That's good. I can trust you.{nl}There's something I need to request to you.{nl}
QUEST_UNUSED_20151001_000426	I still regret for what I did in the past.{nl}I am helping some peolpe as a result, but if it becomes known to other people, I will be in a trouble.{nl}You have to send them a gift, if you do it well, I will teach you some skills.
QUEST_UNUSED_20151001_000427	There are lots of people who blame me.{nl}But, I am not doing this task for those people.{nl}I am just taking my responsibility for my mistake.
QUEST_UNUSED_20151001_000428	Have you passed it well?{nl}Then, you just have to learn from me.
QUEST_UNUSED_20151001_000429	You've come here to get acknowledged by me?{nl}But, I have some matter to take care of now so it's little hard at the moment.{nl}The book of transactions has been ripped off due to the monsters.{nl}{nl}Because of this, I can't concentrate on other works.{nl}If you are in a hurry, then I will tell you the location so please get me the preliminary book.{nl}This is a secret, but I am telling you because of our relationship and I trust you.
QUEST_UNUSED_20151001_000430	The preliminary book is at 35_3 at the monastery.{nl}In order to prevent other people from finding it, I've hid it inside a book and there are some fake books as well so find it well.
QUEST_UNUSED_20151001_000431	You've found it well.{nl}Now, since we've taken care of urgent matter, I will acknowledge you with this.
QUEST_UNUSED_20151001_000432	In order to control the abilities of Druid well, you should know well about the plants you control.{nl}I am actually researching on the occurence which the over grown plants turned into monsters so you may learn something from it.{nl}If you help me with this, I will acknowledge it as your training.
QUEST_UNUSED_20151001_000433	Defeat the plants that turned into monsters and obtain some samples from them.{nl}You will be able to obtain more samples as the monsters get stronger.
QUEST_UNUSED_20151001_000434	It seems that you are competent enough.{nl}As I promised to you, I will help you.
QUEST_UNUSED_20151001_000435	It seems that you have some business with me, but there is more important thing to do at the moment.{nl}The demonic power which was created from a far place is becoming stronger and begins to influence the power of Oracle.{nl}As a result, what we see through Clairvoyance is getting vague.{nl}
QUEST_UNUSED_20151001_000436	We have to get rid of that demonic energy first.{nl}Why don't you try it first?{nl}Maybe, resolving this issue would verify your competence and can also be a test for you.
QUEST_UNUSED_20151001_000437	The problem is occuring at Canyon Region 36_1.{nl}You just have to put the Romuva of Purification where the demonic energy is strong.
